Species	ERAS6_D42	ERAS7_D8	ERAS11_D180	ERAS3_D180	ERAS9_D42	ERAS9_D4	ERAS7_D4	ERAS2_D0	ERAS2_D42	ERAS2_D180	ERAS4_D0	ERAS3_D4	ERAS9_D8	ERAS7_D0	ERAS11_D8	ERAS11_D4	ERAS4_D180	ERAS5_D4	ERAS3_D0	ERAS9_D0	ERAS11_D42	ERAS5_D180	ERAS5_D0	ERAS5_D42	ERAS6_D8	ERAS2_D8	ERAS4_D4	ERAS6_D4	ERAS6_D180	ERAS7_D42	ERAS2_D4	ERAS4_D42	ERAS3_D42	ERAS7_D180	ERAS11_D0	ERAS4_D8	ERAS5_D8	ERAS6_D0	ERAS3_D8	ERAS9_D180	ERAS8_D180	ERAS10_D0	ERAS12_D180	ERAS8_D8	ERAS12_D4	ERAS8_D0	ERAS12_D42	ERAS1_D8	ERAS12_D0	ERAS1_D42	ERAS10_D180	ERAS10_D8	ERAS1_D0	ERAS8_D42	ERAS1_D180	ERAS10_D42	ERAS12_D8
Streptococcus mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85572351410302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis Cluster1410	0	0	0	0	0	0.000603170535893956	0.000174533907758734	0	0	0	0	0.000785462706106037	0	0	0	0	0	0.000526290154360146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis Cluster1412	0	0	0	0	0	0	8.05541112732618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis	0	0	0	0.000523734559104973	0.0003456678660141	0.000402113690595971	0.000629328994322357	0	0.000154195941065533	0.000313550358707209	0.000426693365962004	0.000458186578561855	0.00019678683360698	0.000260782005192689	0.000330259841305655	0	0.0002775349410083	0.000175430051453382	0.000342446034804021	0.000185780265442155	0	0	0	0.000169201777157029	0	0.000762006147987836	0.000118268682169236	0	0	0	0.000193923812874602	0.000243995990387886	0	0.000434253818676437	0	0.001149589987521	0	0.000291517319252163	0	0.000153530019873774	0.000494737571920099	0.000188710944691023	0.000529164135900689	0.000172924619999292	0.000386148360979386	0.000302022484060306	0.000322185527755126	0.00022064788307166	0.000160245978261443	0.000154257052237882	0.000160762832398687	0.000438881399826474	0.000241134682287273	0	0.000196551342992587	0	0.000821747486130531
Streptococcus pneumoniae	0	0	0	0	0	0	8.05541112732618e-05	0	0	0	0	0.000261820902035346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019711447028206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	0.000157842735770383	0	0.0001515241161454	0.000314240735462984	0.00138928711699447	0	0.000228236648607575	0	0	0.000705488307091221	0.000546437354038298	0	0	0.000156469203115613	0	0.000162751684932027	0.000577272677297263	0	0.000205467620882413	0.00024770702058954	0	0.000346653596018153	0.000254112635986114	0.000126901332867772	0	0	0.000208065274186619	0	0.000364099008277252	0	0	0.0011328385268009	0	0.000321669495315879	0.000149528815122395	0.000244160705314194	0	0.000618370071140952	0	0.000307060039747549	0.00093482390043042	0.000165122076604645	0.000283480787089655	0	0.00014480563536727	0.000439094226826137	0.000292895934322842	0	0.000303799667120653	0.00077128526118941	0.000160762832398687	0.000263328839895885	0.000447821552819221	0.000610917228009209	0.000314482148788139	0	0.000336041068211454
Streptococcus sanguinis	0	0	0	0	0	0.000402113690595971	0.000120831166909893	0	0	0	0	0.000392731353053019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. C150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154816887868463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0.000683985188338328	0.00197208156428327	0	0.000453903284557643	0	0.00491472288506187	0.000918316868515184	0.00016239954252541	0	0	0.000300540544721064	0.000458186578561855	0.00019678683360698	0.000399865741295456	0	0.000108501123288018	0.000185023294005533	0.000526290154360146	0	0.000154816887868463	0	0	0	0	0.00052616682140421	0	0.00138965701548853	0.00359680119267842	0.00017134070977753	0.000196161222531087	0	0.000261424275415592	0	0	0	0.00678224181428317	0	0.00118766315250881	0	0	0.000224357736103301	0	0	0.0015782802618983	0.000450506421142617	0	0.000146447967161421	0.00402069475819469	0	0.00036636049906497	0	0.000246870787402392	0.000861195293883118	0	0.00110068752075849	0.000426250941642457	0
Streptococcus vestibularis	0	0	0	0.000157120367731492	0.000272895683695342	0	0	0	0	0	0	0	0.00019678683360698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244160705314194	0	0	0	0	0	0	0	0	0	0	0	0	0.000140215230978763	0	0	0	0.000155015152898961	0	0	0	0
Subdoligranulum variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255883366456291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella wadsworthensis	0	0	0.00253045273962817	0	0.000800494005506337	0	0	0	0	0	0.00193681684375797	0	0	0	0	0	0.00907354233803134	0.000460503885065128	0.012437639984082	0.000232225331802694	0.00374545393052031	0.0270984068201619	0.000734103170626551	0.0105328106280251	0	0	0	0	0.00210749073026362	0	0	0.00456621067725901	0	0.00717966313545043	0	0	0.00075642729737554	0	0	0.00776861900561298	0.000243054214111909	0.00301465734143909	0	0	0.000241342725612116	0	0.0150841406176263	0	0.0219577051712743	0	0.00626975046354878	0	0	0	0	0.00939457075379976	0.00612074802813721
Turicibacter sanguinis	0	0	0	0	0	0	0	0	0	0	0.00016696696928948	0	0	0	0	0	0	0	0	0.000154816887868463	0	0	0	0	0	0.000217716042282239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149571824068867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288035201324104
Veillonella atypica	0.000315685471540767	0	0.00018940514518175	0	0	0	0.000161108222546524	0.000259839268040656	0	0.000156775179353605	0.00025045045393422	0.000458186578561855	0	0.000156469203115613	0.0237636967630388	0	0.00022202795280664	0.0100473574923301	0	0	0.000312121160876693	0	0.000194113819156059	0.000211502221446287	0.000797558129286382	0.00154380466345588	9.85572351410302e-05	0.000117286995413427	0.00017134070977753	0	0	0	0.000169183649828418	0	0.000199371753496527	0.00312525702802169	0.000140079129143618	0.000161954066251202	0.000348016504225915	0.000307060039747549	0.000341878455014554	0.000202190297883239	0.000264582067950345	0.00012351758571378	0.0332263112424536	0	0	0.00625837631985072	0.000803050868332914	0.000205676069650509	0	0.0147823235123372	0.000662337471477379	0	0.000534619652939836	0	0.015200403124422
Veillonella dispar	0.000157842735770383	0.00357439783526343	0.000303048232290799	0	0.000272895683695342	0.000670189484326618	0.000389344871154098	0.000270665904209017	0	0.000235162769030407	0.00025045045393422	0.00130910451017673	0.0318513546395298	0	0.0312095550033844	0	0.000465201424928197	0.00964865282993601	0	0	0.000466100933575861	0	0.000141173686658952	0	0.00344975540048475	0.00486232494430334	0	0	0.000257011064666296	0	0	0	0.000169183649828418	0.000434253818676437	0.000149528815122395	0.0358334901799213	0.000364205735773408	0.000242931099376803	0.0073448054606155	0.000614120079495097	0.00042378683486179	0	0.000727600686863448	0.00562887283467084	0.00173766762440724	0	0	0.00117678870971552	0.000504774831523546	0	0	0.0153295003225104	0.000248024244638338	0	0.000503171438061022	0	0.00432052801986156
Veillonella parvula	0.000252548377232613	0.0175694539363419	0.00024243858583264	0.000157120367731492	0.000181930455796895	0	0.000107405481697682	0.00016239954252541	0.000154195941065533	0.000487745002433437	0.000229579582773035	0.000621824642333946	0.0976365443665402	0	0.222455407722536	0.000108501123288018	0.000684586187820472	0.0202284343945092	0.000171223017402011	0.000154816887868463	0.000443905651024629	0.000185707283581153	0.00023528947776492	0.000126901332867772	0.00470354794194533	0.0132471838034808	0.000147835852711545	0	0.000719630981065628	0	0	0.000290471417128436	0.000225578199771224	0	0.000224293222683592	0.0289612159688067	0.0153036448589403	0	0.0333810292053411	0.000285127179765581	0.000205661258094692	0.0013638654639033	0.000132291033975172	0.0210264936295843	0.00114528093426841	0.000243941237125632	0	0.0362880903082468	0.000245376654212835	0.000231385578356823	0.000160762832398687	0.316315328898012	0.000290653411685552	0	0.000846682708275759	0.000213125470821229	0.0121750263944304
Veillonella sp. oral taxon 158	0	0.00123255097767704	0.000454572348436199	0.000157120367731492	0	0	0.000187959592970944	0.00016239954252541	0.000282692558620143	0.000282195322836488	0	0.000785462706106037	0.00629717867542337	0	0.00270400245069005	0	0.000246697725340711	0.093679647476106	0.000171223017402011	0	0.00118606041133143	0	0.000247053951653166	0	0.0162142459964297	0.0179343589829994	0	0	0.000342681419555061	0	0	0	0	0.000482504242973819	0.000239246104195832	0.0325140672576735	0.00245138476001332	0	0.00930364121297279	0.000153530019873774	0.000274215010792923	0	0.000308679079275402	0.00344305270177163	0.000537849502792717	0	0	0.00066194364921498	0.000373907282610034	0	0	0.00181038577428421	0.000310030305797922	0	0	0	0.00203424860935148
Victivallis vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141173686658952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella cibaria	0	0	0	0	0	0	8.05541112732618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292587599884316	0	0	0	0	0
[Bacteroides] pectinophilus	0	0	0	0	0	0	0	0	0.00313017760363031	0	0	0	0	0.0118447186758519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210371849936585	0.00512883835869815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] bolteae	0.000210456981027178	0	0.00018182893937448	0.00116269072121304	0.00107338968920168	0	0	0	0.0014186026578029	0.00147368668592388	0	0	0	0	0	0	0.000333041929209959	0	0	0	0.000478585780010928	0.00109938711880043	0.000211760529988428	0.00239843519120089	0	0.00211184561013772	0	0	0.00017134070977753	0.00526692882495967	0	0.00193453963807538	0.0085437743163351	0	0	0	0	0	0	0.000153530019873774	0.00019942909875849	0	0.000357185791732965	0	0	0	0.000374255916079186	0	0	0.00077128526118941	0.000462193143146224	0	0	0.000188511601785699	0	0.00115940256126748	0
[Clostridium] leptum	0.00075764513169784	0	0.000757620580726998	0.000294600689496547	0.00482115707861771	0	0	0	0	0	0.00016696696928948	0	0	0	0	0	0.000197358180272569	0	0.000205467620882413	0.000216743643015848	0.00273001975380147	0.000148565826864923	0	0.000761407997206633	0	0	0	0	0.00129457425165245	0	0	0.000174282850277061	0.000169183649828418	0.000193001697189528	0.000149528815122395	0	0	0	0	0	0.000179486188882641	0	0.000132291033975172	0	0	0.000195152989700505	0.000366119917903552	0	0.000280430461957526	0.000192821315297352	0.000341621018847209	0	0	0	0.000419309531717519	0	0
[Clostridium] methylpentosum	0	0	0	0	0.00032747482043441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279040806073365	0.000140079129143618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] saccharolyticum	0	0	0	0.000453903284557643	0.000891459233404784	0	0	0	0	0.000435486609315568	0	0	0	0	0	0	0.000629079199618812	0	0	0	0	0.00092110812656252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506649065583455	0	0	0	0	0	0	0	0	0	0	0.00217029823738227	0	0	0	0	0.00540486194002636	0
[Clostridium] scindens	0	0	0	0.000294600689496547	0.000659497902263743	0	0	0	0.000308391882131065	0.000400647680570323	0	0	0	0	0	0	0	0	0	0	0	0.000148565826864923	0	0	0	0	0	0	0	0.000318761986613016	0	0.000298770600474962	0.00192869360804396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246811283580611	0.000353678231277111	0	0	0.000373095878534195	0	0	0
[Clostridium] spiroforme	0.000210456981027178	0	0	0	0	0	0	0	0	0	0.00016696696928948	0	0	0	0.000726571650872442	0	0	0	0.000273956827843217	0.000193521109835578	0.000166464619134236	0	0	0.000158626666084715	0	0	0	0	0	0	0	0.00076684454121907	0.000169183649828418	0	0	0	0	0	0	0	0.000186964780086084	0	0	0	0	0	0.000322185527755126	0	0	0.000802136671636986	0.000298559545883275	0	0.000378925929308572	0	0.000157241074394069	0.000292286359983399	0
[Clostridium] symbiosum	0	0	0.0001515241161454	0.000384072010010313	0.000181930455796895	0	0	0	0.000971434428712855	0.000705488307091221	0	0	0	0	0	0	0	0.000210516061744058	0	0	0.000221952825512315	0.000638833055519167	0.000247053951653166	0.00236036479134056	0	0.0053775862443713	0	0	0	0.00029424183379663	0	0.00224824876857409	0	0	0	0	0	0	0	0.000153530019873774	0	0	0	0	0	0	0	0	0	0.000154257052237882	0.000192915398878424	0	0	0	0	0.000238700527319776	0
[Eubacterium] dolichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243995990387886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160762832398687	0	0	0	0	0.000213125470821229	0
[Eubacterium] eligens	0.000355146155483363	0	0.00183344180535934	0	0.0173561654830238	0.00074678256824966	0	0.034850941825953	0.0132145921493161	0.0442106005777165	0.00914978991706349	0	0	0.00315546226283154	0	0.000162751684932027	0.0238310002679127	0.000175430051453382	0	0.00639172579914082	0.0122185030444529	0.00261475855282264	0.0170820160857332	0.0960643089809035	0.117263199397578	0.00998772343969771	0.00107427386303723	0.000117286995413427	0.00400937260879421	0.000367802292245787	0	0	0	0.00947638333200581	0.00358869156293748	0.00789452947182561	0.000140079129143618	0.00712597891505288	0	0.0453374148687256	0.0190404932039668	0.00389216323425234	0.0350835822102157	0.0214797081556264	0	0.0200682324408686	0.0070295024237482	0	0.00427656454485227	0.00103352224999381	0	0	0.00593708035603021	0.00303189492871999	0.0164945887039379	0	0
[Eubacterium] hallii	0	0	0.00156069839629762	0.00193258052309735	0	0.000603170535893956	0	0.000389758902060984	0.00257507221579439	0.00247704783378695	0.00025045045393422	0.00046545938139617	0	0.00082146331635697	0	0	0.000740093176022132	0	0.00230123735388302	0.000665712617834389	0.000998787714805416	0.00126280952835184	0.000395286322645066	0	0	0	0.000118268682169236	0	0.000257011064666296	0	0	0.00076684454121907	0	0.000450337293442231	0.00159995832180963	0	0	0.000664011671629927	0	0.0023797153080435	0.000282524556574527	0.000424599625554801	0	0	0	0.000298150400931327	0.000146447967161421	0	0.000623178804350057	0.00578463945892057	0.00149509434130779	0	0.00275926972160151	0.000408441803869014	0.00191834110760765	0	0
[Eubacterium] rectale	0	0.000246510195535409	0.0436844026847187	0.084892134685325	0.000181930455796895	0.00655445315671432	0	0.00182248375500738	0	0.00750953109103766	0.00444132138310016	0.00290621201259234	0	0.0470815832174881	0	0.000108501123288018	0.015349532470699	0.000175430051453382	0.0567090633635459	0.0115028947686268	0.0103540993101495	0.0573315525871736	0.0522060293264805	0.0389967795902664	0	0	0.00166561727388341	0.000117286995413427	0.00407790889270522	0	0	0	0.067148990616899	0.00165981459582994	0.0100184306132005	0	0.000826466861947349	0.0719238008221587	0.000185608802253821	0.0196979015498052	0.0012414461397716	0.00315619054995735	0.00116416109898152	0	0.000217208453050905	0.0210927856367963	0.000146447967161421	0.000275809853839575	0.0173025595027793	0.0171533842088525	0.0163817326214262	0	0.0757404037064324	0.00157093001488082	0.0549400313932879	0	0
[Eubacterium] siraeum	0.000157842735770383	0	0.00665190869878305	0	0	0.000402113690595971	0	0.0165809932918444	0	0	0	0.000261820902035346	0	0.0152244534631492	0	0	0.000370046588011066	0	0.000745771364684313	0.000603785862687004	0.00314618130163706	0	0.000247053951653166	0	0	0	0	0	0.000247492136345322	0	0	0	0	0.000193001697189528	0.00749139363763199	0	0	0.000688304781567608	0	0	0.000149571824068867	0.0018540850315893	0.00113770289218648	0	0	0.000325254982834175	0.0019477579632469	0	0.000467384103262543	0	0.000768089088127059	0	0	0.000738337106993986	0.00100634287612204	0	0.000240029334436753
[Ruminococcus] gnavus	0.000771675597099652	0.00234184685758638	0	0.00153977960376862	0.003456678660141	0	0	0	0.000565385117240286	0.000557422859923928	0	0	0.0109807053152695	0.000156469203115613	0.0652428316499322	0	0.000148018635204426	0	0.000136978413921608	0	0.000221952825512315	0.000831968630443567	0.000141173686658952	0.00110404159594962	0	0.00431077763718833	0	0	0	0.000931765807022661	0	0.0118860903888956	0.00402281122925349	0	0	0.00524131647407804	0	0	0	0	0	0	0.000132291033975172	0.0018527637857067	0	0	0.000292895934322842	0.0344651993357933	0	0.00124948212312684	0.00390653682728809	0	0	0	0.000314482148788139	0.00320540708115128	0
[Ruminococcus] torques Cluster1608	0	0.026844960293806	0	0.000426469569556906	0.00125532014499857	0	0	0.000378932265892623	0.00538143834318709	0.00131691150657028	0.000985105118807931	0	0	0	0	0	0	0	0.000410935241764825	0.00020642251715795	0	0.00138166218984378	0.000748220539292446	0.00715723517374235	0	0	9.85572351410302e-05	0	0.00215889294319688	0.000617907850972922	0	0	0	0.00024125212148691	0	0	0.0073821701058687	0	0	0.000230295029810661	0.00296152211656357	0.00016983985022192	0	0.000274483523808401	0	0.000325254982834175	0.000175737560593705	0	0	0.000632453914175316	0.00868119294952908	0	0	0.000769755707291603	0	0.00567766254267753	0
[Ruminococcus] torques Cluster1610	0	0	0.000757620580726998	0.00115221603003094	0	0.00156377546342878	0	0.00662229245631394	0	0	0.00337644315674281	0.000843645128780559	0	0.000625876812462454	0	0.000162751684932027	0.000465201424928197	0.000175430051453382	0.00310484404888979	0.000911699450780947	0.00268192997494047	0	0.00213329126506861	0	0	0	0.00171927621301575	0	0.000780552122319861	0	0	0	0	0.00238035426533751	0.00265829004662035	0	0	0.00145758659626082	0	0.000245648031798039	0.00197767189602169	0.000927828811397528	0	0.000892071452377302	0	0.00238520320745062	0	0	0.00236807945653022	0	0	0	0.00175683839952156	0.000453824226521126	0	0	0
butyrate-producing bacterium SS3/4	0.00105228490513589	0	0.000404064309721066	0	0.00218316546956274	0	0	0.00243599313788115	0	0.0053146785800872	0.00237093096391061	0.000418913443256553	0	0.000985755979628364	0	0	0.00151307938208969	0	0.00131499277364744	0.000361239405026413	0.000499393857402708	0.00328330477371479	0.00067763369596297	0	0	0	0.000137980129197442	0	0.000989968545381287	0.00147120916898315	0	0.000348565700554123	0	0.000482504242973819	0.000431972132575808	0.00870839848953959	0	0.000683806057505074	0	0.00363866147100845	0.00166190915632075	0.00120303227240527	0.00132291033975172	0	0	0.000379464146639871	0.00304611771695755	0	0.000939442047557711	0.000755859555965622	0.00170408602342608	0	0.00770425309907837	0	0.00463861169462505	0	0
motu_linkage_group_101	0	0	0	0	0	0	0	0	0	0	0	0.000523641804070692	0	0	0	0	0	0	0.000304396475381352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_102	0	0	0	0	0	0	0.00267171135722985	0	0	0	0	0	0	0.00294162101857353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353833021295668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_103	0.000276224787598171	0.000246510195535409	0.0403963293643636	0	0	0.000536151587461294	0	0.00719429973387566	0	0	0.0395711717216067	0	0	0.0192926527441551	0	0.000162751684932027	0.0243638673546486	0	0.0111500428932189	0.0316755352578875	0	0	0	0	0	0	0.000650477751930799	0	0.0144440218342458	0	0	0	0	0.000434253818676437	0.0388176804057737	0	0	0.000215938755001602	0	0	0.00113674586292339	0.00393462319680782	0	0	0	0	0.00248961544174415	0	0.00267811091169437	0	0	0	0.0167881410589575	0	0	0	0
motu_linkage_group_104	0.00391099223075506	0	0.00615187911550323	0.00139662549094659	0.0325473585420645	0	8.05541112732618e-05	0.00950037323773648	0.0616166980497868	0.00862263486444826	0.0405228834465568	0	0	0.0841334905152653	0	0	0.0192424225765754	0	0	0.00102179145993185	0.00311288837781021	0.0291634718135843	0.00225877898654323	0.000126901332867772	0	0.000217716042282239	0.000147835852711545	0	0.00472900358985984	0.000147120916898315	0	0.0731116556912272	0.0125195900873029	0.000337752970081673	0.0135174048870645	0	0	0.0520034506732609	0	0.017164656221888	0.000972216856447637	0.00298635069973543	0.0411425115662786	0	0.000193074180489693	0.00165880041245429	0.0849837553437725	0	0.0300621455218467	0.0402610906340872	0.0325223209942543	0	0.0487677671020132	0.000373095878534195	0.0802872925856119	0.0140378643447583	0.00496860722284079
motu_linkage_group_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174938864682859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439343901484262	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_113	0.0172048581989718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00968146951383747	0	0	0.419089892011257	0.000514022129332591	0	0	0	0	0	0	0	0	0.000465617940472205	0	0	0	0.000188710944691023	0	0	0.0645109105561187	0	0.0084207581117817	0	0.00071509767799169	0	0.0178285981130144	0.00401576480841224	0	0	0	0.0240917032216317	0.00950516164369542
motu_linkage_group_115	0.000915487867468224	0	0.000803077815570618	0	0.00125532014499857	0	0	0.00232772677619754	0.0281407592444597	0.0204905159415161	0.0141421022988189	0.00293239410279587	0	0	0	0.000235085767124039	0.0333930041021186	0	0.00238342440223599	0	0.00070285061412233	0	0.0017787884519028	0	0	0	0.00142907990954494	0	0	0	0	0	0	0	0.00263170714615415	0	0	0.000283419615939603	0	0.0240120951082583	0.00598287296275469	0.00983655799201956	0	0	0.00014480563536727	0.00317123608263321	0.0131510274510956	0.0408860527331786	0.0217473823248061	0.0186805290260075	0	0	0.000465045458696883	0.00249777872366051	0.00911998231485603	0	0.000590472162714413
motu_linkage_group_118	0	0	0	0.0143922256842046	0	0	0	0	0	0	0.000500900907868439	0	0	0	0	0	0	0	0.000391366896918881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227382825369393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_120	0	0	0.0175161878264082	0	0	0	0	0	0	0	0	0	0	0	0	0.00024800256751547	0	0	0	0	0	0	0	0	0	0	0	0	0.00060921141254233	0	0	0	0	0	0.0182126096819077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289336328768048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00822408483173172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_122	0	0	0	0	0	0	0	0	0	0	0.00204070740242698	0	0	0.00107789895479645	0	0	0.000707200145976704	0	0	0	0	0	0	0	0	0	9.85572351410302e-05	0	0.00194186137747868	0	0	0	0	0.000579005091568583	0.00172788853030323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242931099376803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_126	0.00202038701786091	0	0.0194253916898402	0	0.00731360432303517	0.000502642113244964	0	0.000208799411818384	0.0209243892025928	0.0957112469953757	0.00025045045393422	0.000366549262849484	0	0	0.000165129920652828	0	0.0255184127092431	0	0.0189852081695349	0.00359175179854833	0.0139830280072758	0.0061506252322078	0	0.00294411092253231	0	0.000805549356444284	0	0	0.0336855835422625	0	0	0.0116072378284523	0	0.00109367628407399	0	0	0	0.000259126506001923	0	0.0136181127628038	0.00109187431570273	0.00266082432014342	0	0	0	0.00066677271481006	0.00661944811569622	0	0.00357548838995845	0.0277662694028188	0	0	0.00339483184848725	0.00491701094657697	0.00396247507473055	0	0
motu_linkage_group_127	0	0	0.0871718240184484	0	0	0	0	0.0238402528427302	0.00163447697529465	0	0.0315066671049248	0	0	0.00455325381066435	0.000247694880979242	0.000176314325343029	0.0240530282207193	0	0.00441070492827579	0.00161009563383201	0.263480199165669	0	0.0032611121618218	0	0	0	0.000601199134360284	0	0.0516249558559699	0	0	0.00135940623216108	0	0.00519174565439829	0.0488660167819987	0	0	0.00989539344794843	0	0.0112998094627098	0.00077777348515811	0.0159083326374532	0.0874576025609864	0	0	0.0102455319592765	0.00221136430413745	0	0.0127876290652632	0	0.00646266586242721	0	0.0249109350708631	0.00139812771324393	0	0.000170500376656983	0.000144017600662052
motu_linkage_group_131	0.0888181074179948	0.000739530586606226	0.00307593955775161	0.029177252287738	0.0743731703297705	0	0	0.00211119405283033	0.153609996489484	0.0759889294326922	0.00347291296122118	0.000392731353053019	0.00627749999206267	0.000547642210904647	0.166318856081528	0.000108501123288018	0.00931037215435842	0.00798206734112888	0.0109308774309444	0.00156365056747147	0.00935531159534406	0.00395185099460694	0.0121127023153381	0.00420043411792326	0.000941561680407535	0.0169818512980146	9.85572351410302e-05	0	0.000668228768132369	0.0018684356446086	0	0.0022656770536018	0.00634438686856567	0	0.00240741392347056	0	0.00537903855911495	0.0013604141565101	0.000983726651945252	0.00371542648094534	0	0.00212299812777401	0.000661455169875861	0	0	0	0.000849398209536241	0.00145627602827296	0.000168258277174515	0.162617784469175	0.0732756990073214	0.00370854782853371	0.0483802292197658	0.00153951141458321	0.0954296080497608	0.0817378805693576	0.00239069217099006
motu_linkage_group_134	0	0	0	0	0.0024196750620987	0.0129882722062499	0	0	0	0	0	0	0	0.00650911884960952	0	0	0	0	0	0.0441228130425119	0.00557656474099691	0	0	0	0	0	0	0	0.0334285724775962	0	0	0	0	0	0	0	0	0.000593831576254407	0	0	0	0.00447244938917724	0	0	0.000265476998173328	0	0.000260351941620304	0	0.00862323670519391	0	0.000200953540498358	0	0	0	0	0.127414931475763	0
motu_linkage_group_135	0.000532719233225044	0	0.00451541866113291	0	0.00531236930926932	0.000402113690595971	0	0	0	0	0.00647831840843182	0	0.000236144200328376	0.00129869438585959	0.00027521653442138	0	0.0187539610804008	0	0.00530106461876625	0.0175717167730705	0.00346246407799211	0	0.00223054424921144	0	0	0	9.85572351410302e-05	0	0.0186590032947731	0.00582598830917327	0	0.0042525015467603	0	0.00285642511840501	0.000628021023514059	0	0	0.000161954066251202	0	0.00934997821031285	0.00821149314138081	0.00883167221153986	0	0	0	0.00552933470818098	0.00237245706801502	0	0.000939442047557711	0	0	0	0	0.00303189492871999	0	0	0.00335561009542581
